"iso","adm1","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"USA",47,2001,55317.674931642476,16408217.512497183
"USA",48,2001,75875.49724262948,41270714.9005578
"USA",49,2001,8308.04592465436,2637491.7693414707
"USA",50,2001,17631.301987096154,3449423.522584384
"USA",51,2001,18942.30834334028,6341327.944807683
"USA",1,2002,149384.6995700915,48393225.721174076
"USA",2,2002,208340.0291943133,20073121.91522904
"USA",3,2002,55058.89584709224,8541265.745082473
"USA",4,2002,91845.87626242258,31377227.18938589
"USA",5,2002,68574.19618352181,40390242.563366145
"USA",6,2002,44736.14220978671,9064285.294619886
"USA",7,2002,1029.670243829551,327291.9580813612
"USA",8,2002,678.166812688574,223415.9220384152
"USA",9,2002,1.6264671775413198,488.5866323084285
"USA",10,2002,91602.64204481212,25705913.250017535
"USA",11,2002,160671.98814597414,52556835.959022716
"USA",12,2002,699.9713432582224,273395.2929370902
"USA",13,2002,32386.553725931786,12146951.476913106
"USA",14,2002,710.98688381984,197029.96777722906
"USA",15,2002,485.7954479158946,125465.24177071794
"USA",16,2002,161.24508567750271,35779.423054140694
"USA",17,2002,501.97351235383996,90892.50504397845
"USA",18,2002,8477.510150512457,2660674.4020511876
"USA",19,2002,96507.83294194052,34325546.83952881
"USA",20,2002,46017.24812680215,11704792.413298603
"USA",21,2002,4005.0381817468306,1355121.0324691897
"USA",22,2002,2026.3947281003357,681735.2996069316
"USA",23,2002,19186.125383497758,4022590.891440087
"USA",24,2002,24028.687318749136,4272722.854816582
"USA",25,2002,106820.04953221706,34891357.28802335
"USA",26,2002,13347.04276394445,3453824.8271744153
"USA",27,2002,58159.72398153987,18506869.567889426
"USA",28,2002,201.92893296346722,42626.09412289483
"USA",29,2002,1488.0112910884968,267622.5399485694
"USA",30,2002,6383.319130597701,2080488.9154072679
"USA",31,2002,1676.2882229233971,451090.4382377619
"USA",32,2002,13734.614232141668,2951069.9037034283
"USA",33,2002,4927.804729658911,1444403.4754682858
"USA",34,2002,89341.81162378316,27619715.534456078
"USA",35,2002,746.9106094938157,118053.91256024192
"USA",36,2002,5418.28221216688,1678162.5297285253
"USA",37,2002,24086.69784282244,6482243.156223105
"USA",38,2002,196635.32864717607,121208118.01947647
"USA",39,2002,10126.870108906223,3039775.321770188
"USA",40,2002,225.4253881695782,65546.91356519438
"USA",41,2002,94888.0792451194,31484385.38771129
"USA",42,2002,1992.4137164001024,352167.3259779848
"USA",43,2002,32648.954313958904,10155897.49072044
"USA",44,2002,85265.7547706847,24700381.546349276
"USA",45,2002,21564.466612518394,3432254.029364845
"USA",46,2002,2064.290677701525,652847.267520512
"USA",47,2002,54347.23969924269,16952178.098638095
"USA",48,2002,67859.87465389176,39521282.1276234
"USA",49,2002,8841.136924217471,2838678.1707760547
"USA",50,2002,14125.961733118962,2838854.348175814
"USA",51,2002,14398.113627341387,3841253.4279970834
"USA",1,2003,137322.65800744554,46109658.574371725
"USA",2,2003,193695.5882593509,16152485.059817702
"USA",3,2003,11021.75768318864,2050961.3635478339
"USA",4,2003,78532.11074630116,27629843.61795086
"USA",5,2003,61290.10485993209,34638763.07923629
"USA",6,2003,12435.417098844593,4257646.472755934
"USA",7,2003,673.4818002827989,218950.35569511508
"USA",8,2003,444.9728544290871,147342.92177255658
"USA",9,2003,0.6018344796527607,147.80655995198302
"USA",10,2003,93854.96421605836,27153587.556995504
"USA",11,2003,140568.56755661647,47561724.498938955
"USA",12,2003,866.937867016653,315455.58682092256
"USA",13,2003,38115.70956925421,12020131.507216543
"USA",14,2003,634.0346307965563,182347.39777903835
"USA",15,2003,499.0328087272969,134228.83252998558
"USA",16,2003,119.55551823910888,26011.538930400926
"USA",17,2003,295.4103243628165,56581.531699238956
"USA",18,2003,8951.060042165527,2933569.7224892788
"USA",19,2003,88509.57446516397,32641795.50317451
"USA",20,2003,29402.04739064664,7879133.461283641
"USA",21,2003,2291.6322717283783,780086.1291264191
"USA",22,2003,1845.4778681594878,625737.9810496877
"USA",23,2003,13102.714322387365,2867725.561350091
"USA",24,2003,17278.312469767963,3153626.898135253
"USA",25,2003,102523.4779477989,34610370.19253411
"USA",26,2003,11280.635298044455,2888966.559784417
"USA",27,2003,69284.07584947321,16578293.867981642
"USA",28,2003,244.8894273805086,52186.86638715912
"USA",29,2003,353.0947558634601,91894.04397069527
"USA",30,2003,3414.886942848386,1152100.1920312536
"USA",31,2003,589.9383640070812,158692.58693398384
"USA",32,2003,7885.545367338957,1687650.1038713339
